0.000000	0.000000	measure 1
2.999998	2.999998	measure 2
6.374996	6.374996	measure 3
9.374994	9.374994	measure 4
11.999992	11.999992	measure 5
14.999990	14.999990	measure 6
17.999988	17.999988	measure 7
21.374986	21.374986	measure 8
24.374984	24.374984	measure 9
27.374982	27.374982	measure 10
29.999980	29.999980	measure 11
32.249979	32.249979	measure 12
35.446851	35.446851	measure 13
38.624974	38.624974	measure 14
41.666639	41.666639	measure 15
44.958306	44.958306	measure 16
47.958304	47.958304	measure 17
52.083302	52.083302	measure 18
54.333300	54.333300	measure 19
56.675891	56.675891	measure 20
58.898113	58.898113	measure 21
61.027743	61.027743	measure 22
63.249965	63.249965	measure 23
65.472187	65.472187	measure 24
67.694409	67.694409	measure 25
69.916631	69.916631	measure 26
72.138853	72.138853	measure 27
74.361075	74.361075	measure 28
76.583297	76.583297	measure 29
78.805519	78.805519	measure 30
81.027741	81.027741	measure 31
83.249963	83.249963	measure 32
85.472185	85.472185	measure 33
87.694407	87.694407	measure 34
91.444404	91.444404	measure 35
93.694403	93.694403	measure 36
96.694401	96.694401	measure 37
99.694399	99.694399	measure 38
102.694397	102.694397	measure 39
105.694395	105.694395	measure 40
108.694393	108.694393	measure 41
111.694391	111.694391	measure 42
114.694389	114.694389	measure 43
117.694387	117.694387	measure 44
120.551529	120.551529	measure 45
123.408671	123.408671	measure 46
126.265813	126.265813	measure 47
129.122955	129.122955	measure 48
131.980097	131.980097	measure 49
134.837239	134.837239	measure 50
137.694381	137.694381	measure 51
140.002073	140.002073	measure 52
142.309765	142.309765	measure 53
144.617457	144.617457	measure 54
146.925149	146.925149	measure 55
149.232841	149.232841	measure 56
151.540533	151.540533	measure 57
153.848225	153.848225	measure 58
156.155917	156.155917	measure 59
158.463609	158.463609	measure 60
160.771301	160.771301	measure 61
163.078993	163.078993	measure 62
165.386685	165.386685	measure 63
167.995379	167.995379	measure 64
170.604073	170.604073	measure 65
173.212767	173.212767	measure 66
176.212765	176.212765	measure 67
179.212763	179.212763	measure 68
182.212761	182.212761	measure 69
185.212759	185.212759	measure 70
188.587756	188.587756	measure 71
191.212755	191.212755	measure 72
194.212753	194.212753	measure 73
197.212751	197.212751	measure 74
200.212749	200.212749	measure 75
203.212747	203.212747	measure 76
206.212745	206.212745	measure 77
209.212743	209.212743	measure 78
212.212741	212.212741	measure 79
215.212739	215.212739	measure 80
218.546073	218.546073	measure 81
221.879407	221.879407	measure 82
224.879405	224.879405	measure 83
227.879403	227.879403	measure 84
233.879399	233.879399	measure 86
236.879397	236.879397	measure 87
239.879395	239.879395	measure 88
242.879393	242.879393	measure 89
245.879391	245.879391	measure 90
248.879389	248.879389	measure 91
251.879387	251.879387	measure 92
257.879383	257.879383	measure 94
