0.000000	0.000000	measure 1
0.375000	0.375000	measure 2
2.375000	2.375000	measure 3
4.375000	4.375000	measure 4
6.375000	6.375000	measure 5
8.375000	8.375000	measure 6
10.375000	10.375000	measure 7
12.375000	12.375000	measure 8
14.375000	14.375000	measure 9
16.375000	16.375000	measure 10
18.375000	18.375000	measure 11
20.375000	20.375000	measure 12
22.375000	22.375000	measure 13
24.375000	24.375000	measure 14
26.375000	26.375000	measure 15
28.375000	28.375000	measure 16
30.375000	30.375000	measure 17
32.375000	32.375000	measure 18
34.375000	34.375000	measure 19
36.125000	36.125000	measure 20
36.500000	36.500000	measure 21
38.500000	38.500000	measure 22
40.500000	40.500000	measure 23
42.500000	42.500000	measure 24
44.500000	44.500000	measure 25
46.500000	46.500000	measure 26
48.500000	48.500000	measure 27
50.500000	50.500000	measure 28
52.500000	52.500000	measure 29
54.500000	54.500000	measure 30
56.500000	56.500000	measure 31
58.500000	58.500000	measure 32
60.500000	60.500000	measure 33
62.500000	62.500000	measure 34
64.500000	64.500000	measure 35
66.500000	66.500000	measure 36
68.500000	68.500000	measure 37
70.500000	70.500000	measure 38
72.250000	72.250000	measure 39
72.500000	72.500000	measure 40
74.500000	74.500000	measure 41
76.500000	76.500000	measure 42
78.500000	78.500000	measure 43
80.500000	80.500000	measure 44
82.500000	82.500000	measure 45
84.500000	84.500000	measure 46
86.500000	86.500000	measure 47
88.500000	88.500000	measure 48
90.500000	90.500000	measure 49
92.500000	92.500000	measure 50
94.500000	94.500000	measure 51
96.500000	96.500000	measure 52
98.500000	98.500000	measure 53
100.500000	100.500000	measure 54
102.500000	102.500000	measure 55
104.500000	104.500000	measure 56
106.500000	106.500000	measure 57
108.500000	108.500000	measure 58
110.500000	110.500000	measure 59
112.500000	112.500000	measure 60
114.500000	114.500000	measure 61
116.500000	116.500000	measure 62
118.500000	118.500000	measure 63
120.500000	120.500000	measure 64
122.500000	122.500000	measure 65
124.500000	124.500000	measure 66
126.500000	126.500000	measure 67
128.500000	128.500000	measure 68
