0.000000	0.000000	measure 1
1.184211	1.184211	measure 2
2.368422	2.368422	measure 3
3.552633	3.552633	measure 4
4.835528	4.835528	measure 5
6.019739	6.019739	measure 6
7.203950	7.203950	measure 7
8.388161	8.388161	measure 8
9.473688	9.473688	measure 9
10.657899	10.657899	measure 10
11.842110	11.842110	measure 11
13.026321	13.026321	measure 12
14.210532	14.210532	measure 13
15.394743	15.394743	measure 14
16.578954	16.578954	measure 15
17.763165	17.763165	measure 16
18.947376	18.947376	measure 17
20.131587	20.131587	measure 18
21.315798	21.315798	measure 19
22.500009	22.500009	measure 20
23.684220	23.684220	measure 21
24.868431	24.868431	measure 22
26.052642	26.052642	measure 23
27.236853	27.236853	measure 24
28.421064	28.421064	measure 25
30.000012	30.000012	measure 26
30.789486	30.789486	measure 27
31.973697	31.973697	measure 28
33.157908	33.157908	measure 29
34.342119	34.342119	measure 30
35.526330	35.526330	measure 31
36.710541	36.710541	measure 32
37.894752	37.894752	measure 33
39.078963	39.078963	measure 34
40.263174	40.263174	measure 35
41.447385	41.447385	measure 36
42.631596	42.631596	measure 37
43.815807	43.815807	measure 38
45.000018	45.000018	measure 39
46.184229	46.184229	measure 40
47.368440	47.368440	measure 41
48.552651	48.552651	measure 42
49.736862	49.736862	measure 43
50.921073	50.921073	measure 44
52.105284	52.105284	measure 45
53.289495	53.289495	measure 46
55.657917	55.657917	measure 47
56.842128	56.842128	measure 48
58.026339	58.026339	measure 49
59.210550	59.210550	measure 50
61.578972	61.578972	measure 51
62.763183	62.763183	measure 52
63.947394	63.947394	measure 53
65.131605	65.131605	measure 54
66.710553	66.710553	measure 55
67.894764	67.894764	measure 56
68.782922	68.782922	measure 57
69.967133	69.967133	measure 58
71.151344	71.151344	measure 59
72.335555	72.335555	measure 60
73.519766	73.519766	measure 61
74.703977	74.703977	measure 62
75.888188	75.888188	measure 63
77.072399	77.072399	measure 64
78.256610	78.256610	measure 65
79.440821	79.440821	measure 66
80.625032	80.625032	measure 67
81.809243	81.809243	measure 68
82.993454	82.993454	measure 69
84.177665	84.177665	measure 70
85.361876	85.361876	measure 71
86.546087	86.546087	measure 72
87.730298	87.730298	measure 73
88.914509	88.914509	measure 74
90.098720	90.098720	measure 75
91.282931	91.282931	measure 76
92.467142	92.467142	measure 77
93.651353	93.651353	measure 78
94.835564	94.835564	measure 79
96.019775	96.019775	measure 80
97.203986	97.203986	measure 81
98.388197	98.388197	measure 82
99.572408	99.572408	measure 83
100.756619	100.756619	measure 84
101.940830	101.940830	measure 85
103.125041	103.125041	measure 86
104.309252	104.309252	measure 87
105.493463	105.493463	measure 88
106.677674	106.677674	measure 89
107.861885	107.861885	measure 90
109.046096	109.046096	measure 91
110.230307	110.230307	measure 92
111.414518	111.414518	measure 93
112.598729	112.598729	measure 94
113.782940	113.782940	measure 95
114.967151	114.967151	measure 96
116.151362	116.151362	measure 97
117.335573	117.335573	measure 98
118.519784	118.519784	measure 99
119.703995	119.703995	measure 100
120.888206	120.888206	measure 101
122.072417	122.072417	measure 102
123.256628	123.256628	measure 103
124.440839	124.440839	measure 104
125.625050	125.625050	measure 105
126.809261	126.809261	measure 106
127.993472	127.993472	measure 107
129.177683	129.177683	measure 108
130.361894	130.361894	measure 109
131.546105	131.546105	measure 110
132.730316	132.730316	measure 111
133.914527	133.914527	measure 112
135.098738	135.098738	measure 113
136.282949	136.282949	measure 114
137.467160	137.467160	measure 115
138.651371	138.651371	measure 116
140.131635	140.131635	measure 117
141.019793	141.019793	measure 118
142.500057	142.500057	measure 119
143.486899	143.486899	measure 120
144.868479	144.868479	measure 121
145.657953	145.657953	measure 122
148.026375	148.026375	measure 123
149.210586	149.210586	measure 124
150.394797	150.394797	measure 125
151.579008	151.579008	measure 126
153.947430	153.947430	measure 127
155.131641	155.131641	measure 128
156.315852	156.315852	measure 129
157.500063	157.500063	measure 130
158.684274	158.684274	measure 131
159.868485	159.868485	measure 132
161.052696	161.052696	measure 133
162.236907	162.236907	measure 134
163.421118	163.421118	measure 135
164.605329	164.605329	measure 136
165.789540	165.789540	measure 137
166.973751	166.973751	measure 138
168.157962	168.157962	measure 139
169.342173	169.342173	measure 140
170.526384	170.526384	measure 141
171.710595	171.710595	measure 142
172.894806	172.894806	measure 143
174.079017	174.079017	measure 144
175.263228	175.263228	measure 145
176.447439	176.447439	measure 146
177.631650	177.631650	measure 147
178.815861	178.815861	measure 148
181.579020	181.579020	measure 149
186.710601	186.710601	measure 150
190.509945	190.509945	measure 151
193.075735	193.075735	measure 152
195.641526	195.641526	measure 153
198.207316	198.207316	measure 154
199.539554	199.539554	measure 155
200.279685	200.279685	measure 156
201.463896	201.463896	measure 157
202.648107	202.648107	measure 158
204.128371	204.128371	measure 159
205.509951	205.509951	measure 160
206.891530	206.891530	measure 161
208.174425	208.174425	measure 162
209.654689	209.654689	measure 163
